Model_Group,Selected_Model,Model_File,MAE,RMSE,MAPE,WAPE,R2
Grouped,GradientBoosting,best_model_gb.pkl,5.768182637264592,7.4360499330327885,9.712202420757219,9.89429315974794,0.9328157128970305
